COMMENTS,STARS,English Comments,Roberta Model Polarity,Roberta Model Status,Roberta Result
Büyük bir hevesle aldım fakat klavyem kırık geldi.. o kadar paketleme ile kargoda nasıl kırıldı bilmiyorum. o yüzden iade vermek zorunda kaldım :(,2,"i bought it with great enthusiasm, but my keyboard came broken.. i don't know how it broke in shipping with so much packaging. so i had to return it :(",[0.8634598  0.11263325 0.02390685],Negative,True
"ARIZALI ÇIKTI, İADE TALEP ETTİM KALVYENİN TUŞALARININ TAMAMINI SÖKÜP KUTUYU PARÇALAYIP GERİ GÖNDERDİLER ,!!! İADE İPTAL GEREKÇELERİ AMBALAJINI AÇMIŞ OLMAM , !!BİR ÜRÜNÜN ARIZALI OLDUĞUNU ÜRÜNÜN PAKETİNİ AÇMADAN NASIL ANLAYACAĞIZ???",1,"it was defective, i requested a return, they removed all the keys of the kitchen, shred the box together and send it back!!! reasons for return cancellation i have not opened the packaging, !!how do we know that a product is defective without opening the packaging???",[0.9213222  0.07281315 0.00586474],Negative,True
güzel fakat bir tuşu kırık geldi yinede iade yapmadim,5,"nice but one key came broken, still i didn't return it",[0.783042   0.19915962 0.01779846],Non Positive,False
Kardeşime hediye almıştım çok beğenmiş.,5,"bought as a gift for my brother, he liked it very much.",[0.00152669 0.03539871 0.9630746 ],Positive,True
"Kardeşime aldım çok beğendi,mükemmel,sağlam geldi,bu paraya bu kalite çok güzel,klavye ve mause ihtiyacı olan bunu alsın.",5,"i bought it for my brother, he liked it very much, it is perfect, it came solid, this quality is very nice for this money, those who need a keyboard and mouse should buy it.",[0.00158333 0.01145261 0.98696405],Positive,True
"Urunu hediye olarak aldim, aldigim kisi cok begendi tesekkurler trendyol kargo da hizliydi",5,"i bought the product as a gift, the person i bought it liked it very much, thank you, trendyol cargo was also fast",[0.00161174 0.02103779 0.97735053],Positive,True
Oğlum için aldım efsane dedi :),5,"i bought it for my son, he said it's legendary :)",[0.00108632 0.02280217 0.9761114 ],Positive,True
gayet güzel daha önceki kablasuzdu sürekli pil değiştirmekten kablolu tercih ettim hiç tereddütsüz alın derim,5,"very nice, it was wireless before, i prefer wired instead of constantly changing batteries, i would buy it without any hesitation.",[0.00353566 0.0257741  0.97069013],Positive,True
Ürün 10 yaşındaki oğlum için aldım .o gayet mutlu ve memnun,5,i bought the product for my 10 year old son. he is very happy and satisfied,[0.00120121 0.01440549 0.9843934 ],Positive,True
Erkek kardeşime aldım 1 aya yakındır kullanıyor herhangi bir sorun çıkmadı kullanımı kolay,5,"i bought it for my brother, he has been using it for about 1 month, no problems, easy to use",[0.00230272 0.05144747 0.9462498 ],Positive,True
"Kardeşim için almıştım çok sevdi, şu ana kadar bi sorun yaşamadık",5,"i bought it for my brother, he loved it, we have not had any problems so far.",[0.00217727 0.02119002 0.9766327 ],Positive,True
Kardeşime aldım. Çok güzel görseldeki gibi geldi led ışıklarıda harika bayıldık🎉🎊☺️,5,"i bought it for my brother. very nice, it came just like in the picture, we loved the led lights 🎉🎊☺️",[0.00110658 0.00622443 0.99266887],Positive,True
ürün harika oğluma aldım çok beğendi efsane düşünmeden sipariş verin harika⭐⭐⭐⭐⭐⭐⭐⭐⭐,5,"the product is great, i bought it for my son, he liked it very much, order it without thinking about the legend, it's great⭐⭐⭐⭐⭐⭐⭐⭐",[0.00157561 0.00734451 0.9910798 ],Positive,True
kargo hızlıydı ürünüde beğendik çok güzel sarmışlar zor açtık,5,"the shipping was fast, we liked the product, they wrapped it very well, it was hard to open",[0.00509117 0.03724089 0.957668  ],Positive,True
Ben oğluma aldım gerçekten çok güzel bir ürün tavsiye ederim,5,"i bought it for my son, it's really nice product, i recommend it",[0.00147612 0.01109467 0.98742914],Positive,True
baya güzel tavsiye ederim çok şık duruyor,4,very nice i recommend it looks very stylish,[0.00167895 0.00958076 0.98874015],Positive,True
Ürün hızlı ve sağlam geldi. Erkek kardeşime hediye aldım çok büyük beklentilerimiz yok fiyatına değer bir ürün.,4,"the product arrived fast and intact. i bought a gift for my brother, we don't have big expectations, it's a product worth the price.",[0.00539877 0.07462222 0.91997904],Positive,True
İndirimden almıştım kaliteli teşekkürler,5,good quality thanks i bought it at a discount,[0.00436432 0.04212096 0.9535149 ],Positive,True
Ürün fiyatına göre çok iyi. Led ışıkları gece çok güzel oluyor. Profesyonel bir oyuncu değilseniz rahatlıkla alıp severek kullanabilirsiniz. Ben çok memnun kaldım. Mouse da sorunsuz çalışmakta. Kargo hızlı geldi.,5,"the product is very good for its price. led lights are very beautiful at night. if you are not a professional player, you can easily buy it and use it with pleasure. i was very satisfied. mouse also works fine. shipping came fast.",[0.00231656 0.01094021 0.98674315],Positive,True
Çok iyi sorunsuz elime ulaştı tavsiye ederim,5,"arrived very well, i recommend",[0.00215744 0.03353234 0.96431035],Positive,True
ürün gayet güzel kullanışlı biz Beğendik sorunsuz elimize ulaştı,5,"the product is very good, useful, we liked it, it arrived without any problems",[0.00168537 0.00907876 0.98923576],Positive,True
kardeşime aldım aşırı beğendi ışıkları falan mükemmel 2 günde geldi,5,"i bought it for my brother, he liked it too much, the lights are perfect, it came in 2 days",[0.00174553 0.01028672 0.9879677 ],Positive,True
gayet kaliteli oglum çok beğendi iki aydır sorunsuz kullanıyor,5,"very good quality, my son liked it very much, he has been using it for two months without any problems",[0.00166876 0.01223927 0.9860919 ],Positive,True
sorunsuz elime ulaştı teşekkürler,5,arrived safely thank you,[0.00225712 0.06349004 0.93425286],Positive,True
Çok iyi çok teşekkürler Trendyol,5,very good thank you very much trendyol,[0.00181862 0.00974634 0.98843503],Positive,True
çok kaliteli ürün herkese tavsiye ediyorum,5,"very good product, i recommend it to everyone",[0.00203198 0.01555695 0.9824111 ],Positive,True
Fiyat ürün performansı güzel memnun kalırsınız indirim için 2 3 gün sepette kalabilir ben güzel bir fiyat a aldım,5,"the price is good, you will be satisfied with the product performance, it can stay in the basket for 2 3 days for the discount, i bought a good price",[0.00291833 0.03962236 0.95745933],Positive,True
gayet güzel bir ayı geçkin kullanıyorum sorun yok,5,"i'm using a very nice bear, no problem",[0.00450991 0.05945593 0.9360342 ],Positive,True
Çok iyi ürün,5,very good product,[0.00525792 0.04090671 0.9538354 ],Positive,True
9 yaşındaki oğlum İçin aldım. Gayet iyi memnunuz.,5,bought for my 9 year old son. we are very satisfied.,[0.00174533 0.0269373  0.9713173 ],Positive,True
Kardeşime aldım çok beğendi bu fiyata göre baya baya iyi tavsiye ederim,5,"i bought it for my brother, he liked it very much, for this price, it is very good, i recommend it",[0.00134746 0.01093725 0.98771524],Positive,True
Güzel ürün kardeşime aldık beğendi,5,nice product bought for my brother he liked it,[0.00174869 0.02091249 0.9773387 ],Positive,True
oğlum beğenip istemişti çok beğendik kargo biraz yawasti ama beklemeye değdi ışıklar harika,5,"my son liked it and wanted it, we liked it very much, the shipping was a little yawasti but it was worth the wait, the lights are great",[0.00157352 0.01051141 0.987915  ],Positive,True
kardeşime aldım beğendi inşallah uzun ömürlü olur,4,"i bought it for my brother, he liked it, i hope it will last long",[0.00151396 0.02830366 0.97018236],Positive,True
B-A-Y-I-L-D-I-M HARİKA😍,5,b-a-y-i-l-d-i-m hari̇ka😍,[0.00439717 0.19933742 0.7962653 ],Non Negative,True
"Plastiğine dandik diyenler olmuştu, ışıkları kötü diyen ama yine de aldım ben çok beğendim bu 500 600 liralık gamer klavye değil 70 liraya alıyorsunuz sonuç olarak fiyatına göre en üst düzeyde renk geçişleri çok güzel.",5,"there were those who said that the plastic was crap, the lights were bad, but i bought it anyway, i liked it very much. this is not a 500-600 lira gamer keyboard, you get it for 70 lira. as a result, the color transitions are very nice at the highest level according to the price.",[0.03693148 0.10770364 0.85536486],Positive,True
"fiyat/performans ürünü mouse küçük eller için uygun fakat büyük eliniz varsa tavsiye etmem,klavyenin ışıklarının renkleri idare eder,kaliteli mouse ve klavye tavsiye edilir.Bu fiyata en ucuz set.Bu arada polygold yazıyor fakat platoon geldi bana fakat birebir fotoğrafların aynısı",4,"price/performance product mouse is suitable for small hands, but i wouldn't recommend it if you have large hands, the colors of the keyboard's lights will manage, quality mouse and keyboard are recommended. the cheapest set at this price. by the way, it says polygold, but platoon came to me, but it's exactly the same as the photos",[0.13236248 0.5457838  0.32185367],Non Negative,True
Sağlam ürün rahatlikla alabilirisiniz.,5,you can buy a solid product easily.,[0.00644522 0.1511642  0.84239066],Positive,True
Mükemmel klavye ama mous biraz çok hafif bunun dışında oyun oynarken rahat,4,"great keyboard but mouse is a bit too light, other than that it's comfortable while gaming",[0.01682898 0.13997088 0.8432001 ],Positive,True
ürünün kalitesi fiyatı da çok iyi ben aldim çok memnunum sizlere tavsiye ederim,5,"the quality of the product is also very good, the price is very good, i bought it, i am very satisfied, i recommend it to you",[0.00176329 0.01052018 0.98771644],Positive,True
sağlam ve dayanıklı bir ürün,5,solid and durable product,[0.03126339 0.43384102 0.53489566],Non Negative,True
Ürünüm elime hızlı ve güvenli bir şekilde ulaştı fiyat performans ürünü özellikle mouse inanılmaz ❤️,5,"my product arrived quickly and safely, the price performance product, especially the mouse, is incredible ❤️",[0.0014806  0.00794066 0.99057907],Positive,True
tavsiye ederim 🌸,5,i recommend 🌸,[0.00704393 0.19224896 0.80070716],Positive,True
Çok güzel bir ürün. Herkese tavsiye ediyorum. Işıkları falan gayet parlak . Gönül rahatlığıyla alabilirsiniz.,5,it's a very nice product. i recommend it to everyone. the lights are pretty bright. you can get it with peace of mind.,[0.00139529 0.00931285 0.98929167],Positive,True
Harikaaaaaa begendim,5,i like it aaaaaaa,[0.00251533 0.04057029 0.95691437],Positive,True
Güzel bi ürün gönül rahatlığıyla alabilirsiniz,5,you can buy a good product with peace of mind,[0.01430407 0.15043826 0.83525765],Positive,True
kaliteli teşekkürler,5,good quality thanks,[0.00765114 0.08037011 0.91197884],Positive,True
güzel ürün,3,good product,[0.01123988 0.10153642 0.8872238 ],Positive,True
klavye çok dandik mouse bi hareket ediyor bı etmiyor paranıza yazık almayın,1,"the keyboard is very lousy, the mouse moves, it doesn't move, don't waste your money",[0.9705326  0.02622411 0.00324341],Negative,True
Ürünün fiyatı uygun Mause Sağlam Geldi herşeyiyle Güzel Su geçirmez bi ürün Tavsiye ederim Fiyatına göre Süper,5,the price of the product is affordable the mause arrived completely beautiful it's a waterproof product i recommend it super for the price,[0.00184992 0.01299496 0.9851551 ],Positive,True
Ürün görüldüğü gibi çok güzel ve kaliteli almanızı tavsiye ederim iyi günler,5,"the product is as seen, very nice and high quality, i recommend you to buy it. have a nice day",[0.00158304 0.01071331 0.98770374],Positive,True
arkadaşlar gönül rahatlığı ile alabilirsiniz çok hafif ve kullanışlı.,4,"friends, you can buy it with peace of mind, it is very light and useful.",[0.00356039 0.06158018 0.9348596 ],Positive,True
kardeşime aldım güzel ışıklı aylardır bozulmadı,5,"i bought it for my brother, nice light, it hasn't broken for months",[0.00391341 0.04360066 0.9524858 ],Positive,True
Gerçekten fiyat performansı açısından her şey açısından çok güzel bir ürün heleki mouse o kadar güzelki elinize tam oturuyor klavyede çok güzel gönül rahatlığı ile alabilirsiniz,5,"it is really a very good product in terms of price performance and everything, especially the mouse is so beautiful that it fits perfectly on the keyboard, you can buy it with peace of mind.",[0.0018134  0.007824   0.99036264],Positive,True
sorunsuz ve göründüğü gibi,5,smooth and just as it looks,[0.02247089 0.33724695 0.64028215],Non Negative,True
baya sağlam tavsiye ederim,5,i strongly recommend,[0.0082774  0.13035153 0.8613709 ],Positive,True
ARKADAŞLAR ÜRÜN ÇOK GUZEL HICBIR SIKINTISI YOK SUAN KULLANIYORUM EFSANE BISEY NET ALIN NETTTT,5,"friends, the product is very good no conditions i use it suan the legend bisey get net netttt",[0.00283872 0.02576854 0.97139287],Positive,True
ürün beklediğimden daha iyi çıktı teşekkürler PolyGold,5,product turned out better than expected thanks polygold,[0.00313091 0.02895268 0.9679164 ],Positive,True
"cok guzel asiri begendim fiyatina gore baya iyi bende hicbi sorun olmadi gayet iyi calisiyor isiklariyla, bu fiyata kacirmayin derim",5,"it's very nice, i like it, it's pretty good for the price, i didn't have any problems, it works very well with its lights, i say don't miss it at this price",[0.00172002 0.00830744 0.98997265],Positive,True
saglam ürün aynı göründüğü gibi ama ben alınca fiyati cok düştü,5,"solid product, same as it looks, but the price dropped a lot when i bought it",[0.00798948 0.1407668  0.8512438 ],Positive,True
tasarım güzel kalitesi Bir tık düşük ama bu fiyata idare eder mause süper,4,design nice quality one click low but it's good for this price the mouse is super,[0.00225997 0.02527409 0.97246593],Positive,True
ürünü oğlum için aldım ve çok beğendi ışıkları çok güzel. Tereddüt etmeden alabilirsiniz..,5,"i bought the product for my son and he liked it very much, the lights are very beautiful. you can get it without hesitation..",[0.00126065 0.00995086 0.9887885 ],Positive,True
hızlı geldi güzel bir ürün,5,came fast nice product,[0.00551485 0.07085701 0.9236283 ],Positive,True
çok hızlı geldi.urunde çok güzel,5,it came very quickly. the product is very beautiful.,[0.00191349 0.01322129 0.98486525],Positive,True
Çok güzel bir klavye. Biz beğendik kısa sürede geldi,5,"it's a very nice keyboard. we liked it, it came in a short time",[0.00164318 0.01040113 0.9879557 ],Positive,True
Ütün çok kaliteli ve ışıkları da çalışıyor 2 güne geldi kesinlikle tavsiye ediyorum plastation 4 de de bağlanıyor almanızı tavsiye ediyorum,5,"the iron is very high quality and the lights are working, it came in 2 days, i definitely recommend it, it connects at plastation 4, i recommend you to buy it",[0.00163741 0.01913447 0.9792282 ],Positive,True
güzel ürünler,5,nice products,[0.01662017 0.15127827 0.8321016 ],Positive,True
çok basit bir ürün fazla ömürlü olmaz,4,a very simple product will not last long,[0.60736084 0.35186565 0.04077348],Non Positive,False
gayet guzel.ısıklandirmasi 1 tık daha iyi olabilirdi. hizli kargolandi.bu fiyata beklentinizi cok yuksek tutmazsaniz memnun kalirsiniz,4,"very nice.lighting could have been 1 click better. it was shipped fast. if you don't keep your expectations too high for this price, you will be satisfied.",[0.01314133 0.0633437  0.92351514],Positive,True
5 para etmez sert bassam kırılıcaklar,1,"if i press hard for 5 dollars, they will break",[0.4629782  0.5042084  0.03281352],Non Positive,True
harika bir urun,5,a great product,[0.00602592 0.06207184 0.9319023 ],Positive,True
Oğlum çok 👍 beğendi,5,my son liked it very much,[0.00170961 0.02750989 0.9707807 ],Positive,True
ürün gayet güzel,5,the product is fine,[0.01563971 0.17548358 0.8088767 ],Positive,True
Çok güzel kaliteli,5,very nice quality,[0.00970557 0.07750954 0.912785  ],Positive,True
Gayet iyi durumda kullanışlı bir ürün,4,a useful product in very good condition.,[0.00278273 0.03942899 0.95778835],Positive,True
aşırı iyi çok kullanışlı,5,very good very useful,[0.00358657 0.02479155 0.97162193],Positive,True
çok iyi kullanışlı,5,very good useful,[0.00729057 0.06792852 0.92478096],Positive,True
Ürün harika cok begendik ve cok hizli kargolandi elimize ulasti.. kesinlikle tavsiye ederim,5,"the product is great, we liked it and it was shipped very fast. it arrived. i definitely recommend it.",[0.00170019 0.00765051 0.9906493 ],Positive,True
Kardeşim çok beğendi ve hızlı teslimat için teşekkür ederim trend yol,4,my brother liked it very much and thank you for the fast delivery trend road,[0.00133217 0.01491855 0.98374945],Positive,True
Çok iyi oğlum severek kullanıyor,5,"very good, my son loves it",[0.00187084 0.00754629 0.9905827 ],Positive,True
Mükemmel çok güzel teşekkürler,5,perfect very nice thank you,[0.00236285 0.0102979  0.9873392 ],Positive,True
harika oglum cok begendi,5,great my son liked it very much,[0.00150936 0.01347377 0.98501694],Positive,True
çok güzel çok kullanışlı,5,very nice very useful,[0.00274908 0.01822348 0.9790274 ],Positive,True
cok begendim tesekkurler,5,thank you very much,[0.0035895  0.03617071 0.9602399 ],Positive,True
Gayet Güzel Tavsiye Ederim,5,very good recommend,[0.0049327  0.04728641 0.947781  ],Positive,True
beğenmedim kullanmıyorum çok kotu,1,i don't like it i don't use it too bad,[0.7646276  0.20998096 0.02539144],Non Positive,True
Çok memnun kaldım tavsiye ediyorum...,5,"i am very satisfied, i recommend...",[0.00149523 0.01483789 0.9836668 ],Positive,True
süperr.. çok güzel. oğlum çok beğendi.,5,super.. very nice. my son liked it very much.,[0.00155623 0.01090044 0.9875434 ],Positive,True
super💯💯💯,5,super💯💯💯,[0.07681207 0.34091526 0.58227265],Non Negative,True
Çok iyi beğendik,5,we liked it very well,[0.00193839 0.02344695 0.97461474],Positive,True
çok kötü size önerme m aldıma pişmanpım,1,it's too bad i don't recommend it to you. i regret buying it.,[0.97306406 0.02378867 0.00314723],Negative,True
çocuklarım severek kullanıyor,4,my kids love it,[0.00441369 0.03115429 0.9644321 ],Positive,True
Çok güzel,5,very nice,[0.00666509 0.04657179 0.9467631 ],Positive,True
Gayet başarılı,5,quite successful,[0.01217151 0.26501843 0.72281   ],Non Negative,True
Uygun ama kalitesiz bir ürün,1,affordable but poor quality product,[0.86328006 0.12335293 0.01336697],Negative,True
klavye güzel mause bildiğin plastik,1,keyboard nice mouse plastic you know,[0.02450801 0.3893553  0.58613664],Non Negative,False
Ürün çok güzel geldi. Işık değişimleri harika,5,the product came very well. light changes are great,[0.00168377 0.01163944 0.9866768 ],Positive,True
ürünu oğluma aldım kaç ay oldu hiç sıkıntı cikarmadi gayet başarılı biz memnun kaldik,5,"i bought the product for my son, it has been a few months, he did not have any problems, it was very successful, we were satisfied",[0.00206932 0.02364019 0.97429043],Positive,True
Fiyat performan çok iyi ve çok hızlı kargolanıp elme ulaştı teşekkür ederim,5,the price performance is very good and it was shipped very quickly and arrived to my hand thank you,[0.0017553  0.00828028 0.9899646 ],Positive,True
"Mause çok güzel,klavye de güzel fiyatina göre çok iyi ben memnun kaldım vee gönderim çok hızlıydı",5,"the mouse is very nice, the keyboard is also nice, it's very good for the price, i'm satisfied and the shipping was very fast",[0.00143166 0.0093164  0.9892521 ],Positive,True
güzel ürün beğendim 7 ay oldu hala güzel çalışıyor,5,nice product i like it it's been 7 months still works well,[0.00249357 0.01503105 0.98247546],Positive,True
Ürün baya kullanışlı kargoda hızlıydı teşekkürler,5,"the product was very useful, the shipping was fast, thank you",[0.00188655 0.01289388 0.98521966],Positive,True
çok iyi satıcıya teşekkür ederim,5,thank you very good seller,[0.00292303 0.02237056 0.9747063 ],Positive,True
harika oglum cok begendi tuslari gayet rahat basiyor ve isiklandirmasi gayet guzel mause da mukemmmel bayildik cok hizli geldi tskler,5,"great, my son liked it, he presses the keys very easily and the lighting is very good, the mouse is also excellent, we loved it, it came very quickly, thanks",[0.00146425 0.00709452 0.99144137],Positive,True
çok güzel bir ürün ama tuşları Bir tık daha büyük olsaydı güzel olurdu,5,it's a very nice product but it would be nice if the keys were a little bigger,[0.02757574 0.15576637 0.8166579 ],Positive,True
tesekkurler gayet guzel,5,thank you very nice,[0.00263546 0.01334395 0.98402053],Positive,True
Çok hızlı geldi güzel ürün,5,came very fast nice product,[0.00365672 0.03915731 0.9571858 ],Positive,True
ürün güzel,5,the product is nice,[0.00248683 0.02349371 0.97401947],Positive,True
10 numara 5 yıldız resmen. tavsiye ederim,5,number 10 is 5 stars. i advise,[0.034048   0.71618205 0.24976985],Non Negative,True
çok güzel bir ürün,5,very nice product,[0.00463432 0.03118055 0.964185  ],Positive,True
Güzeldir ışıglıdır,5,"it's beautiful, it's bright",[0.00152108 0.01454337 0.9839356 ],Positive,True
Oglum cok begendi severek kullanyr,5,my son is very happy and loves to use it,[0.00149262 0.00866837 0.9898391 ],Positive,True
bu ürünün şiddetle tavsiye ederim,5,i highly recommend this product,[0.00250478 0.03127909 0.966216  ],Positive,True
ÇOK KALİTESİZ DEĞMEZ,2,very poor quality not worth it,[0.9395405  0.05380347 0.00665601],Negative,True
çok güzel bi ürün herkese tavsiye ederim,5,very good product i recommend it to everyone,[0.00198895 0.01459928 0.98341185],Positive,True
gayet güzel,4,pretty good,[0.00479438 0.04224928 0.95295644],Positive,True
beğenmedim,2,i do not like,[0.9611187  0.03366355 0.00521774],Negative,True
Kaliteli ve iyi performans,5,good quality and good performance,[0.00574778 0.10271981 0.89153236],Positive,True
işimi görüyor,5,doing my job,[0.1189387 0.6162788 0.2647824],Non Negative,True
Fazlada iyi değil,3,not too good,[0.91114753 0.07935932 0.00949319],Negative,True
Gayet iyi F/P,4,pretty good f/p,[0.00198375 0.02832482 0.9696915 ],Positive,True
mükemmel fiyati olarak,5,for the perfect price,[0.05578897 0.40147945 0.5427316 ],Non Negative,True
fiyatına göre fare ile beraber gelmesi çok güzel başarılı bir ürün,4,it is a very good product that comes with a mouse for its price.,[0.00219412 0.01770853 0.9800973 ],Positive,True
çok güzel ürünl tavsiye ederim,5,"very nice product, i recommend",[0.00288195 0.01800137 0.9791168 ],Positive,True
Çok iyi bir ürün tercih ederim.,5,i prefer a very good product.,[0.00540353 0.06413417 0.93046236],Positive,True
ürünü beğendik çalışıyor teşekkür ederiz,5,we like the product it works thank you,[0.00214572 0.02264193 0.9752124 ],Positive,True
gayet iyi mükemmel 😜,5,very good excellent,[0.00755125 0.04789113 0.94455767],Positive,True
çok beğendim,5,liked it very much,[0.00246658 0.01886532 0.9786682 ],Positive,True
Kaç baba kaç baba,5,how many fathers how many fathers,[0.27828953 0.67559403 0.04611648],Non Positive,False
Ürünü çok beğendim. Fiyat-performans açısından çok iyiydi ancak masama büyük geldiği için iade etmek zorundayım. Almakta şüphe etmeyin. Fiyatına göre çok iyi bence.,5,"i really liked the product. it was very good in terms of price-performance, but i had to return it because it was too big for my table. do not hesitate to buy. i think it's very good for the price.",[0.00586024 0.02739403 0.96674556],Positive,True
severek kullanıyorum yalnız sağdaki rakam tuşlarına basılmıyor. yine de gaming için kullandığımdan beni pek rahatsız etmedi,4,"i use it with love, only the number keys on the right are not pressed. still it didn't bother me much as i use it for gaming",[0.0567876  0.36281434 0.5803981 ],Non Negative,True
İyi kullanımı hoş,4,good to use,[0.01845576 0.23379686 0.7477473 ],Non Negative,True
Hızlı kargo. Oğlum ışıklarını çok beğendi ve mutlu oldu. Teşekkürler,5,fast shipping. my son liked the lights very much and was happy. thanks,[0.0014692  0.01329009 0.9852406 ],Positive,True
Güzel ürün oğlum beğenerek kullanıyor:) Ücretine göre çok iyi 👍,5,"nice product, my son likes it :) it's very good for the price 👍",[0.00140044 0.00831928 0.99028045],Positive,True
ürün güzel ama ömürlük degil kablosu her an kopmaya hazır,5,"the product is nice, but it's not for life, the cable is ready to break at any moment.",[0.52100176 0.38462007 0.09437822],Non Positive,False
Fiyata göre çok uygun ürün memnun kaldım tavsiye ederim,5,"very good product for the price, i'm satisfied, i recommend",[0.00211137 0.01215487 0.98573375],Positive,True
çok iyi ürün kardeşim çok sevdi,3,very good product my brother loved it,[0.00246428 0.01080604 0.9867295 ],Positive,True
Çok güzel bi ürün çok memnun kaldık,5,very nice product we are very satisfied,[0.00196936 0.01197477 0.9860558 ],Positive,True
tavsiye ederim bütçeniz azsa,5,i recommend it if you're on a budget.,[0.00769573 0.23244788 0.7598564 ],Non Negative,True
mukemmel ++++++,5,excellent ++++++,[0.00261615 0.03133481 0.966049  ],Positive,True
çok beğenmedim,3,i didn't like it much,[0.9179227  0.07514152 0.00693577],Negative,True
Ürün hem kaliteli hemde uygun beğendim 👍,5,i like the product both good quality and affordable 👍,[0.0019221  0.01864973 0.9794281 ],Positive,True
çok güzel tam bir fiyat performans fotğrafta göründügünden daha güzeli geldi teşekkürler,5,"very nice, full price performance, more beautiful than it appeared in the photo, thank you",[0.00206127 0.00755716 0.9903818 ],Positive,True
f/p ürünü. yeğenime aldım gayet güzel kullanıyor.,4,f/p product. i bought it for my nephew and he uses it very well.,[0.00165071 0.03344177 0.9649075 ],Positive,True
"kalitesiz küçük çocuklara göre ancak ışıkları tek renk en önemliside karanlıkta ışıkları yaktığınızda harfler gözükmüyor, mouse da çok ses çıkartıyor o da kalitesiz",2,"according to poor quality children, but the lights are one color, and most importantly, when you turn on the lights in the dark, the letters are not visible, the mouse also makes a lot of noise, which is of poor quality.",[0.8371216  0.14874656 0.01413189],Negative,True
kşavye güzel ancak biraz sert mouse çok kötü hem çok hafif hem rahat hareket etmiyor eski mousemi kullanmaya devam edeceğim 2. el bir pad geldi yanında ancak bu fiyata zaten klavye mose seti olmaz zaten bu fiyata en iyisi bence,4,"the kşavye is nice, but the mouse is a bit hard. the mouse is very bad, it is very light and does not move comfortably. i will continue to use my old mouse. a second hand pad came with it, but for this price, there is no keyboard mouse set anyway, i think it is the best for this price.",[0.302717   0.38982597 0.30745703],Cannot Find,False
ürün göründüğü gibi geldi kullanışlı tavsiye ederim :)),5,"the product came as it looks useful, i recommend it :))",[0.0019565  0.02112013 0.97692335],Positive,True
kulanışlı ama ışıklrı pek iyi deyil,3,useful but the lights are not very good,[0.9671264  0.03015449 0.00271901],Negative,True
Tasarımı çok basit malı falan iyi değil,3,"its design is very simple, its product is not good",[0.95255685 0.04396509 0.00347804],Negative,True
Klavye ışıkları sabit fare ele güzel oturuyor fiyatına göre iyi,4,"keyboard lights fixed, mouse fits nicely in the hand, good for the price",[0.00342584 0.06266177 0.9339123 ],Positive,True
guzel oglum cok begendi gorseldeki gibi geldi 🤗,5,"my beautiful son liked it very much, it came as in the picture 🤗",[0.00125098 0.01222472 0.9865242 ],Positive,True
Klavye güzel ama mouse' un scrool u baya kötü zor döndürüyorum onun dışında memnun kaldım.,3,"the keyboard is nice, but i can hardly rotate the scroll of the mouse, other than that, i am satisfied.",[0.03275064 0.16731402 0.7999354 ],Non Negative,True
"Gerçekten harika ürün , Çok teşekkür ederim. Bu arada mouse pad (sanırım böyle yazılıyor) için çok sağolun hediyeydi sanırım çünkü fotoğraflarda görmemiştim onu :) TAVSİYE EDERİM KESİNLİKLE 👍",5,"really great product, thank you very much. by the way, thank you very much for the mouse pad (i think it's written like that), i guess it was a gift because i didn't see it in the photos :) i recommend it definitely 👍",[0.00169799 0.00789889 0.9904033 ],Positive,True
Asla göründüğü gibi değil tavaiye etmiyorum,1,it's never what it seems,[0.48712322 0.43607736 0.07679937],Non Positive,True
kılavye biraz tuhaf ama mause mütiş ben tavsiye ediyorum,4,"the keyboard is a bit weird but the mouse is awesome, i recommend it",[0.01374685 0.04735396 0.9388992 ],Positive,True
güzel ürün ama hafif ve plastik kokuyo,5,nice product but it smells light and plastic,[0.76207554 0.19433758 0.04358697],Non Positive,False
Mouse 'si güzel dayanıklı ele tam oturan bir Mouse ama klavye için aynı şeyleri söyleyemeyeceğim tuşları hemen çıkıyor çok ama çok fazlasıyla kir tutuyor ayrıca ve de RGB ışıkları sadece zifiri karanlıkta sadece önünüzü aydınlatır aksi taktirde akşamları ışıklarını açtığımız da kendisini bile aydınlatmıyor Mouse den dolayı 2 puan,2,"its mouse is a nice durable mouse that fits perfectly in the hand, but i can't say the same for the keyboard, the keys come off very, very much, it sheds a lot of dirt, and the rgb lights only illuminate your front in the pitch dark, otherwise it does not even illuminate itself when we turn on the lights in the evening 2 points for the mouse",[0.43494764 0.3894474  0.175605  ],Non Positive,True
klavye fena değil fakat mouse berbat ötesi kendi kendine oynuyor hiç beğenmedim.,2,"the keyboard is not bad, but the mouse sucks, it plays by itself. i don't like it at all.",[0.9678608  0.02808093 0.00405805],Negative,True
ürün çok iyi ve hızlı teslimat,5,product is very good and fast delivery,[0.0023292  0.01931195 0.9783589 ],Positive,True
Çok Hızlı geldi bu fiyatlara alınabilecek en iyi ürün bence,5,"it came very quickly, i think it's the best product you can buy at these prices.",[0.001531  0.0175622 0.9809068],Positive,True
ürün satın aldım çok güzel süper fiyatına göre kullanışlı,5,"i bought the product, it is very nice, super useful for the price",[0.00163725 0.01168489 0.9866777 ],Positive,True
